#neurons por layer oculto,#layers ocultos,max epochs,test size,lrate,alpha,MSE(training),MSE(test)
1,1,50,0.8,0.1,0.7,0.0669971456677171,0.08562048392361686
1,1,200,0.8,0.1,0.5,0.06046879897096353,0.08325089239822168
1,1,100,0.8,0.1,0.5,0.06493233088709151,0.08435682241726394
1,1,50,0.8,0.1,0.5,0.0672300966345405,0.08575812453466312
1,1,200,0.8,0.1,0.2,0.06203085785162703,0.08333123676086954
1,1,100,0.8,0.1,0.2,0.06565175708489997,0.08468708609837232
1,1,50,0.8,0.1,0.2,0.06761217775604932,0.0859952056952212
1,1,200,0.8,0.1,0,0.06311487264153628,0.08352802032294353
1,1,100,0.8,0.1,0,0.06616148017108198,0.0849718776779985
1,1,50,0.8,0.1,0,0.06789493547309164,0.08617140641121342
1,1,200,0.5,0.9,1,0.06953809551242256,0.08449947858387581
1,1,100,0.5,0.9,1,0.07142067113218166,0.08439519261129652
1,1,50,0.5,0.9,1,0.07342276352706126,0.08454559368977844
1,1,200,0.5,0.9,0.7,0.06870334350886781,0.08393352574267762
1,1,100,0.5,0.9,0.7,0.0703337834346325,0.08339200677126096
1,1,50,0.5,0.9,0.7,0.07248699045085188,0.08392699064770559
1,1,200,0.5,0.9,0.5,0.06811248902350288,0.0840891311890415
1,1,100,0.5,0.9,0.5,0.06965418762164512,0.08312347336340825
1,1,50,0.5,0.9,0.5,0.07194331714325183,0.08358933228411056
1,1,200,0.5,0.9,0.2,0.06724844685355097,0.08400596529385936
1,1,100,0.5,0.9,0.2,0.06879356080310982,0.08290434871807308
1,1,50,0.5,0.9,0.2,0.07130575989371415,0.08324812005032314
1,1,200,0.5,0.9,0,0.06677692416815435,0.08387142645741923
1,1,100,0.5,0.9,0,0.0683636816456376,0.08282752529255753
1,1,50,0.5,0.9,0,0.07108124356778749,0.08319615455604203
1,1,200,0.5,0.5,1,0.06712851362737256,0.08374293715946492
1,1,100,0.5,0.5,1,0.06866804247641718,0.08273101402656156
1,1,50,0.5,0.5,1,0.07126361562487693,0.08292074260709911
1,1,200,0.5,0.5,0.7,0.0667007071660756,0.08350792024741846
1,1,100,0.5,0.5,0.7,0.06827806127113668,0.08256760375063603
1,1,50,0.5,0.5,0.7,0.07106012334502854,0.08283847900559654
1,1,200,0.5,0.5,0.5,0.06645928409401955,0.08334410284724517
1,1,100,0.5,0.5,0.5,0.06809118476873995,0.08248137448318295
1,1,50,0.5,0.5,0.5,0.07103841966081056,0.08284199503651733
1,1,200,0.5,0.5,0.2,0.0661872874752838,0.08307780601227341
1,1,100,0.5,0.5,0.2,0.06798388503143017,0.08239475351323097
1,1,50,0.5,0.5,0.2,0.07124404203913391,0.08295170821509955
1,1,200,0.5,0.5,0,0.06609291472615858,0.08287881209235083
1,1,100,0.5,0.5,0,0.06810711930292711,0.08236049653289657
1,1,50,0.5,0.5,0,0.07158592088282399,0.08310302891869896
1,1,200,0.5,0.1,1,0.06733948046926021,0.08134494114790751
1,1,100,0.5,0.1,1,0.07089358816436081,0.08197804355085515
1,1,50,0.5,0.1,1,0.07380298041246904,0.08356061767505986
1,1,200,0.5,0.1,0.7,0.0679025105675792,0.08128887877341932
1,1,100,0.5,0.1,0.7,0.07155705103563734,0.08211766664708657
1,1,50,0.5,0.1,0.7,0.07417530996528804,0.0837322508464662
1,1,200,0.5,0.1,0.5,0.06840234770485684,0.08127879786994663
1,1,100,0.5,0.1,0.5,0.07203717089912888,0.08225854532821393
1,1,50,0.5,0.1,0.5,0.07446653130208658,0.08386216087162938
1,1,200,0.5,0.1,0.2,0.06939111003708598,0.08131176868600314
1,1,100,0.5,0.1,0.2,0.07279988849124627,0.08257315597225218
1,1,50,0.5,0.1,0.2,0.07499781727452463,0.08409411954069464
1,1,200,0.5,0.1,0,0.07025735364354443,0.08141007695370477
1,1,100,0.5,0.1,0,0.0733528458983702,0.08287080651590609
1,1,50,0.5,0.1,0,0.0754433606396505,0.08429165332240292
1,1,200,0.2,0.9,1,0.07169648678690618,0.09323998941129928
1,1,100,0.2,0.9,1,0.07278996652407387,0.09269711177455343
1,1,50,0.2,0.9,1,0.07434038419959615,0.09252463220725493
1,1,200,0.2,0.9,0.7,0.07068242526201587,0.0924254104882355
1,1,100,0.2,0.9,0.7,0.071766361478814,0.09212495668225675
1,1,50,0.2,0.9,0.7,0.07329218692678366,0.09214663732608903
1,1,200,0.2,0.9,0.5,0.07003841253453864,0.09211959341635476
1,1,100,0.2,0.9,0.5,0.07112412190468653,0.09186054385829633
1,1,50,0.2,0.9,0.5,0.07266794609398097,0.09196529054397658
1,1,200,0.2,0.9,0.2,0.06913574453721863,0.09181858606430486
1,1,100,0.2,0.9,0.2,0.0702570174465448,0.09161327549291717
1,1,50,0.2,0.9,0.2,0.07188722129344008,0.09183607867446011
1,1,200,0.2,0.9,0,0.0686071714815727,0.09169957549366342
1,1,100,0.2,0.9,0,0.06977293010853106,0.09154768137679517
1,1,50,0.2,0.9,0,0.07152281521152214,0.09188242259324364
1,1,200,0.2,0.5,1,0.06920195078453387,0.09151321807064909
1,1,100,0.2,0.5,1,0.07036288781557455,0.09129553577067372
1,1,50,0.2,0.5,1,0.07204981521161608,0.09152422187600837
1,1,200,0.2,0.5,0.7,0.06873867091288888,0.09126179048303037
1,1,100,0.2,0.5,0.7,0.06993307773004576,0.0910790684796472
1,1,50,0.2,0.5,0.7,0.07172751443830289,0.0914481339638135
1,1,200,0.2,0.5,0.5,0.06846341010374668,0.09111801205960107
1,1,100,0.2,0.5,0.5,0.06968978309592867,0.09096453210633944
1,1,50,0.2,0.5,0.5,0.07159584025809734,0.09145568630644876
1,1,200,0.2,0.5,0.2,0.06811941719120425,0.09091724245313278
1,1,100,0.2,0.5,0.2,0.06942066739491365,0.0908435658816499
1,1,50,0.2,0.5,0.2,0.07159231746919191,0.0915657155535676
1,1,200,0.2,0.5,0,0.06795500654429797,0.09076744842431299
1,1,100,0.2,0.5,0,0.06934501679732724,0.09080479522740818
1,1,50,0.2,0.5,0,0.07178870958166791,0.09170783729181003
1,1,200,0.2,0.1,1,0.06854885451636283,0.08919305022499259
1,1,100,0.2,0.1,1,0.07119050762945824,0.0902704161466193
1,1,50,0.2,0.1,1,0.074575732241243,0.0921233383730919
1,1,200,0.2,0.1,0.7,0.06883958722850922,0.08912915052545263
1,1,100,0.2,0.1,0.7,0.07179467491333989,0.09033687428848748
1,1,50,0.2,0.1,0.7,0.07496246678061638,0.09242039792637466
1,1,200,0.2,0.1,0.5,0.06913429571595398,0.08912991889352945
1,1,100,0.2,0.1,0.5,0.07232350778513445,0.09041756870551865
1,1,50,0.2,0.1,0.5,0.07523277526150983,0.09268007119209767
1,1,200,0.2,0.1,0.2,0.06981229577383888,0.08923551393236322
1,1,100,0.2,0.1,0.2,0.07328238769237103,0.09065860878450184
1,1,50,0.2,0.1,0.2,0.07567227789508925,0.09320667533912946
1,1,200,0.2,0.1,0,0.07049379212579708,0.08936939608139449
1,1,100,0.2,0.1,0,0.073958669346597,0.09100754453282418
1,1,50,0.2,0.1,0,0.07600408613476228,0.09368975863503941
