#neurons por layer oculto,#layers ocultos,max epochs,test size,lrate,alpha,MSE(training),MSE(test)
1,2,200,0.8,0.1,0,0.06564681531134034,0.08423890991680293
1,2,100,0.8,0.1,0,0.06839718484712065,0.08652871382652493
1,2,50,0.8,0.1,0,0.07025184641886366,0.0886298201302137
1,2,200,0.5,0.9,1,0.06989333613589001,0.08507148083573927
1,2,100,0.5,0.9,1,0.07185610382211371,0.08531200928871287
1,2,50,0.5,0.9,1,0.07412363520350133,0.08519168529418744
1,2,200,0.5,0.9,0.7,0.06871326529184055,0.084794581332958
1,2,100,0.5,0.9,0.7,0.07089327747752586,0.08465234704179066
1,2,50,0.5,0.9,0.7,0.07323960295750484,0.08489796778427516
1,2,200,0.5,0.9,0.5,0.06819872647107648,0.08431029260724947
1,2,100,0.5,0.9,0.5,0.07026895274378893,0.08418887602500964
1,2,50,0.5,0.9,0.5,0.07274816580489729,0.08463299559673756
1,2,200,0.5,0.9,0.2,0.06730544329637707,0.08370654743927744
1,2,100,0.5,0.9,0.2,0.069407588769692,0.08367716732448721
1,2,50,0.5,0.9,0.2,0.0722287898364633,0.08432158180297983
1,2,200,0.5,0.9,0,0.06677409229431942,0.08395086980358368
1,2,100,0.5,0.9,0,0.06893489168907756,0.08333970410790928
1,2,50,0.5,0.9,0,0.07209777527725057,0.08423708556602116
1,2,200,0.5,0.5,1,0.06716893007556071,0.08366187222359592
1,2,100,0.5,0.5,1,0.0691770531783321,0.08284995595550869
1,2,50,0.5,0.5,1,0.07226790705014952,0.08361254054115956
1,2,200,0.5,0.5,0.7,0.06668191520024837,0.0837122848738133
1,2,100,0.5,0.5,0.7,0.06867170830132134,0.0825455831689863
1,2,50,0.5,0.5,0.7,0.07214808776554849,0.08356719491749764
1,2,200,0.5,0.5,0.5,0.06637764166629188,0.08367629745298058
1,2,100,0.5,0.5,0.5,0.06843694616967773,0.08239972489651809
1,2,50,0.5,0.5,0.5,0.07217055533274347,0.08359562615225524
1,2,200,0.5,0.5,0.2,0.06599811484375262,0.08347673409498198
1,2,100,0.5,0.5,0.2,0.06831677384872668,0.08222508354520999
1,2,50,0.5,0.5,0.2,0.07238397152468799,0.08372732224293807
1,2,200,0.5,0.5,0,0.06583669017689901,0.08320936983629006
1,2,100,0.5,0.5,0,0.06851470789682725,0.08220744851637851
1,2,50,0.5,0.5,0,0.07265822333241606,0.08388218355855914
1,2,200,0.5,0.1,1,0.06750962683845678,0.0813829721545429
1,2,100,0.5,0.1,1,0.07204178298309166,0.08255856822053767
1,2,50,0.5,0.1,1,0.07467070072375964,0.08446234838780488
1,2,200,0.5,0.1,0.7,0.06834097804760461,0.08140585411703026
1,2,100,0.5,0.1,0.7,0.07259390016491703,0.08276233144143735
1,2,50,0.5,0.1,0.7,0.07510082312541723,0.08463775875973574
1,2,200,0.5,0.1,0.5,0.06905515972462845,0.08145840541923087
1,2,100,0.5,0.1,0.5,0.07299446430572264,0.08295668713466268
1,2,50,0.5,0.1,0.5,0.07545890358958608,0.08477617062571371
1,2,200,0.5,0.1,0.2,0.0704511198650379,0.0816555423428266
1,2,100,0.5,0.1,0.2,0.07368611589922036,0.08334093656504707
1,2,50,0.5,0.1,0.2,0.07616890209063473,0.08507296493800495
1,2,200,0.5,0.1,0,0.0714550775422169,0.08186384053096643
1,2,100,0.5,0.1,0,0.07424601351518427,0.08365989263353085
1,2,50,0.5,0.1,0,0.07683065901937364,0.08542380444189425
1,2,200,0.2,0.9,1,0.07079608004142338,0.0941694926966988
1,2,100,0.2,0.9,1,0.07211794232793578,0.09279640947872016
1,2,50,0.2,0.9,1,0.07426629092423373,0.09231147310084722
1,2,200,0.2,0.9,0.7,0.07006445473900122,0.09339107571892877
1,2,100,0.2,0.9,0.7,0.07131928772501728,0.09229840312591318
1,2,50,0.2,0.9,0.7,0.07336528978425397,0.09205746166501033
1,2,200,0.2,0.9,0.5,0.06961077173309942,0.09301037426454002
1,2,100,0.2,0.9,0.5,0.07082602461190857,0.09201273995813028
1,2,50,0.2,0.9,0.5,0.07282919154330764,0.09195608495799876
1,2,200,0.2,0.9,0.2,0.06891638658653322,0.09259362956906309
1,2,100,0.2,0.9,0.2,0.0701464397815279,0.09165856889372984
1,2,50,0.2,0.9,0.2,0.07216476211444689,0.09199416611811102
1,2,200,0.2,0.9,0,0.0684793034890226,0.09266350117445517
1,2,100,0.2,0.9,0,0.06974113967020243,0.0915515504006248
1,2,50,0.2,0.9,0,0.07187562692241893,0.09220976293874428
1,2,200,0.2,0.5,1,0.06899201153486646,0.09205494992183816
1,2,100,0.2,0.5,1,0.0702161761053794,0.09141997409808067
1,2,50,0.2,0.5,1,0.07230549368080032,0.09171363445695299
1,2,200,0.2,0.5,0.7,0.06861998361500261,0.0918529630639344
1,2,100,0.2,0.5,0.7,0.06985368837585462,0.09119295999547802
1,2,50,0.2,0.5,0.7,0.07205092636445024,0.09177499234863713
1,2,200,0.2,0.5,0.5,0.06835887784202958,0.0916961923835388
1,2,100,0.2,0.5,0.5,0.06963331186687073,0.09106916641308573
1,2,50,0.2,0.5,0.5,0.07196933019089856,0.09188497364143183
1,2,200,0.2,0.5,0.2,0.06795892853186826,0.0913322003136029
1,2,100,0.2,0.5,0.2,0.06937415312279692,0.09095630953935246
1,2,50,0.2,0.5,0.2,0.07207271952301315,0.09217600362259487
1,2,200,0.2,0.5,0,0.06774213417700843,0.0910705941127714
1,2,100,0.2,0.5,0,0.06930676476240841,0.09100186158471944
1,2,50,0.2,0.5,0,0.07240131644477948,0.09256019798704826
1,2,200,0.2,0.1,1,0.06829997077516983,0.08979938024627374
1,2,100,0.2,0.1,1,0.07176978249649894,0.09124436291496194
1,2,50,0.2,0.1,1,0.07517743652154629,0.09320598076313881
1,2,200,0.2,0.1,0.7,0.06868481007462572,0.0899003856469431
1,2,100,0.2,0.1,0.7,0.07259106777973835,0.09139224287943518
1,2,50,0.2,0.1,0.7,0.07553268335295107,0.09348388324335237
1,2,200,0.2,0.1,0.5,0.06909066835915122,0.09001553829460673
1,2,100,0.2,0.1,0.5,0.07315683906331635,0.09141864999230298
1,2,50,0.2,0.1,0.5,0.07579306921088456,0.093733717573197
1,2,200,0.2,0.1,0.2,0.0700309153818791,0.09021734945636398
1,2,100,0.2,0.1,0.2,0.07400565669474779,0.09163203193897007
1,2,50,0.2,0.1,0.2,0.07624858006062872,0.09425963665310405
1,2,200,0.2,0.1,0,0.070969297923749,0.09034448435028933
1,2,100,0.2,0.1,0,0.07459405645853621,0.09199108531619903
1,2,50,0.2,0.1,0,0.07662502343155518,0.09476286534536643
