#neurons por layer oculto,#layers ocultos,max epochs,test size,lrate,alpha,MSE(training),MSE(test)
10,1,100,0.5,0.9,0.7,0.04451270155471556,0.08699049906285453
10,1,50,0.5,0.9,0.7,0.053706181566492116,0.08405680235464924
10,1,200,0.5,0.9,0.5,0.03652367011855902,0.09160061706624192
10,1,100,0.5,0.9,0.5,0.04467347981851993,0.08570987692867965
10,1,50,0.5,0.9,0.5,0.0540281079767999,0.08341126448201468
10,1,200,0.5,0.9,0.2,0.03590839115507398,0.08774014711374145
10,1,100,0.5,0.9,0.2,0.04481073256391709,0.08373182345367548
10,1,50,0.5,0.9,0.2,0.05499066836664907,0.08114883148223109
10,1,200,0.5,0.9,0,0.036892849953204916,0.08654252398121036
10,1,100,0.5,0.9,0,0.046651554169919694,0.08115064448809493
10,1,50,0.5,0.9,0,0.05690767843038674,0.07894383977662899
10,1,200,0.5,0.5,1,0.03676789812731691,0.08819860168999129
10,1,100,0.5,0.5,1,0.045743570543382905,0.08443654599516026
10,1,50,0.5,0.5,1,0.0558729152033151,0.0806613260714353
10,1,200,0.5,0.5,0.7,0.038070322355601094,0.08626353221367773
10,1,100,0.5,0.5,0.7,0.04758982082238658,0.08144964141485797
10,1,50,0.5,0.5,0.7,0.05735500409773386,0.07934211904814739
10,1,200,0.5,0.5,0.5,0.0391758503055884,0.08510914402319757
10,1,100,0.5,0.5,0.5,0.048401827189877386,0.08104458548073208
10,1,50,0.5,0.5,0.5,0.05792888604345584,0.07901918868712382
10,1,200,0.5,0.5,0.2,0.040798023190568834,0.0835921569729281
10,1,100,0.5,0.5,0.2,0.05005168377119363,0.08005310533008371
10,1,50,0.5,0.5,0.2,0.05919867334437672,0.07856761476286499
10,1,200,0.5,0.5,0,0.04221267126555497,0.08230863991328817
10,1,100,0.5,0.5,0,0.05165598258104479,0.07933844306028298
10,1,50,0.5,0.5,0,0.06038594683739753,0.07838960731041614
10,1,200,0.5,0.1,1,0.053468675330210005,0.07791253370245815
10,1,100,0.5,0.1,1,0.06067936396652698,0.0783735222498763
10,1,50,0.5,0.1,1,0.06658556070342457,0.08080770619977162
10,1,200,0.5,0.1,0.7,0.055027801553156536,0.07762082996539311
10,1,100,0.5,0.1,0.7,0.06176751467149394,0.07878595978322986
10,1,50,0.5,0.1,0.7,0.06726201155709154,0.08136238546902141
10,1,200,0.5,0.1,0.5,0.055987293181481414,0.07760354495707181
10,1,100,0.5,0.1,0.5,0.06253769145896197,0.07911238406033382
10,1,50,0.5,0.1,0.5,0.06776815776714075,0.08177664057588963
10,1,200,0.5,0.1,0.2,0.0575484905648229,0.07790972866666199
10,1,100,0.5,0.1,0.2,0.06389468774177703,0.07970694381115061
10,1,50,0.5,0.1,0.2,0.06864074615338613,0.08246385875893046
10,1,200,0.5,0.1,0,0.05888515865876862,0.07818479903474909
10,1,100,0.5,0.1,0,0.06497904741254186,0.0802043195043143
10,1,50,0.5,0.1,0,0.06933139918338271,0.08296444593328678
10,1,200,0.2,0.9,1,0.039560288294018135,0.08455243414484978
10,1,100,0.2,0.9,1,0.04719578555255455,0.08275516717267069
10,1,50,0.2,0.9,1,0.054804470563385936,0.08209743286256616
10,1,200,0.2,0.9,0.7,0.040924002371866185,0.08988183826680103
10,1,100,0.2,0.9,0.7,0.047206476589757546,0.08591393282889664
10,1,50,0.2,0.9,0.7,0.05624677491760813,0.08368498441654393
10,1,200,0.2,0.9,0.5,0.04206545964893075,0.0918224195193318
10,1,100,0.2,0.9,0.5,0.0502138759297633,0.0858808591263523
10,1,50,0.2,0.9,0.5,0.0575861974254618,0.08391586268733292
10,1,200,0.2,0.9,0.2,0.04243908182397805,0.08926738120500602
10,1,100,0.2,0.9,0.2,0.05070245107263879,0.08345569178104845
10,1,50,0.2,0.9,0.2,0.05776310021407991,0.08273672083980325
10,1,200,0.2,0.9,0,0.04319743624421601,0.08638070058982271
10,1,100,0.2,0.9,0,0.05120609471751309,0.08177323106637907
10,1,50,0.2,0.9,0,0.05852785943355322,0.08226864433945445
10,1,200,0.2,0.5,1,0.043325554154704196,0.09035969296262986
10,1,100,0.2,0.5,1,0.051615512335270404,0.08282768860208181
10,1,50,0.2,0.5,1,0.05861494843380712,0.08230650587575015
10,1,200,0.2,0.5,0.7,0.044121326816704866,0.08661505368905284
10,1,100,0.2,0.5,0.7,0.05195091502631545,0.08164766864316758
10,1,50,0.2,0.5,0.7,0.0592248221643938,0.08179433663593338
10,1,200,0.2,0.5,0.5,0.045134623865042585,0.08569800593172942
10,1,100,0.2,0.5,0.5,0.05288567985199163,0.08162927332735904
10,1,50,0.2,0.5,0.5,0.06029170117905382,0.08205775033326801
10,1,200,0.2,0.5,0.2,0.04606367681984988,0.08655710136205717
10,1,100,0.2,0.5,0.2,0.05356364959831523,0.08361673847760705
10,1,50,0.2,0.5,0.2,0.06088109501993806,0.08308760748565149
10,1,200,0.2,0.5,0,0.046939889777868116,0.08608401080570369
10,1,100,0.2,0.5,0,0.05432444198996136,0.08340686941053582
10,1,50,0.2,0.5,0,0.06163789451948029,0.08381885404160627
10,1,200,0.2,0.1,1,0.05363842339850445,0.08361501054241983
10,1,100,0.2,0.1,1,0.06059470006015434,0.08414659230562833
10,1,50,0.2,0.1,1,0.06688051893287228,0.08535131705504237
10,1,200,0.2,0.1,0.7,0.054727496802635486,0.0836853350269187
10,1,100,0.2,0.1,0.7,0.06193816750972278,0.08476670682254082
10,1,50,0.2,0.1,0.7,0.06753374830848903,0.08553281943302392
10,1,200,0.2,0.1,0.5,0.05565236095488006,0.08378604573188646
10,1,100,0.2,0.1,0.5,0.06295652912089245,0.08503661802161615
10,1,50,0.2,0.1,0.5,0.06803337674902935,0.0857238620283879
10,1,200,0.2,0.1,0.2,0.0577457793436681,0.08475695712371864
10,1,100,0.2,0.1,0.2,0.0644084034336175,0.08469575337900095
10,1,50,0.2,0.1,0.2,0.06894286435518412,0.08624932937314798
10,1,200,0.2,0.1,0,0.05945560754841124,0.08492372996847339
10,1,100,0.2,0.1,0,0.06543876770154812,0.08446778392705435
10,1,50,0.2,0.1,0,0.06967579027623917,0.08689840239768772
