#neurons por layer oculto,#layers ocultos,max epochs,test size,lrate,alpha,MSE(training),MSE(test)
10,2,50,0.8,0.1,0,0.06848098631038381,0.08830138887204342
10,2,200,0.5,0.9,1,0.028646820541803158,0.11440943984624906
10,2,100,0.5,0.9,1,0.043273983095355045,0.08163245578447424
10,2,50,0.5,0.9,1,0.0583576640502817,0.08116719153073558
10,2,200,0.5,0.9,0.7,0.028618569064869967,0.10317989591158737
10,2,100,0.5,0.9,0.7,0.04471413999282002,0.07830388813248784
10,2,50,0.5,0.9,0.7,0.05856566450019048,0.07977670312300232
10,2,200,0.5,0.9,0.5,0.030542743937492792,0.08849810918428884
10,2,100,0.5,0.9,0.5,0.04520914400460258,0.07729177427395813
10,2,50,0.5,0.9,0.5,0.059116437246792455,0.07906001266161315
10,2,200,0.5,0.9,0.2,0.03346804029027557,0.08706401064580983
10,2,100,0.5,0.9,0.2,0.046768416805705634,0.0766703871765193
10,2,50,0.5,0.9,0.2,0.060413604095926936,0.07852687784883397
10,2,200,0.5,0.9,0,0.03532604492788917,0.08517107693010971
10,2,100,0.5,0.9,0,0.048428838408098876,0.07647693669737786
10,2,50,0.5,0.9,0,0.061307462834901405,0.07817459719072103
10,2,200,0.5,0.5,1,0.03395361570851553,0.08695195638836638
10,2,100,0.5,0.5,1,0.04752228010093118,0.07720393910922824
10,2,50,0.5,0.5,1,0.06060126037777174,0.07857781042463051
10,2,200,0.5,0.5,0.7,0.03598267487808315,0.0845247543941512
10,2,100,0.5,0.5,0.7,0.049058980376599795,0.07707236151931601
10,2,50,0.5,0.5,0.7,0.061126273514741696,0.07788877734860523
10,2,200,0.5,0.5,0.5,0.03750025458244692,0.08272088881888148
10,2,100,0.5,0.5,0.5,0.05057417413806306,0.07714840238666952
10,2,50,0.5,0.5,0.5,0.061542556180492966,0.07760780370837828
10,2,200,0.5,0.5,0.2,0.03945649869919565,0.08107276518246719
10,2,100,0.5,0.5,0.2,0.0527151835927037,0.07706458289303413
10,2,50,0.5,0.5,0.2,0.06242820759679737,0.07755730133260308
10,2,200,0.5,0.5,0,0.042147908339554896,0.07958235322308964
10,2,100,0.5,0.5,0,0.05440950555694614,0.07661512898295465
10,2,50,0.5,0.5,0,0.06327691927955242,0.07779341484051419
10,2,200,0.5,0.1,1,0.052494160452938886,0.0760060043868969
10,2,100,0.5,0.1,1,0.061081323569492245,0.0766520325640813
10,2,50,0.5,0.1,1,0.06842903760559521,0.08056639740836996
10,2,200,0.5,0.1,0.7,0.05385858412756148,0.07583298237084372
10,2,100,0.5,0.1,0.7,0.062401970657717284,0.0771883048123351
10,2,50,0.5,0.1,0.7,0.06942402240318436,0.08160851254018979
10,2,200,0.5,0.1,0.5,0.05497333874214225,0.07577339938920143
10,2,100,0.5,0.1,0.5,0.06347295483230361,0.07773308712554292
10,2,50,0.5,0.1,0.5,0.07014156333206999,0.08229573009303287
10,2,200,0.5,0.1,0.2,0.057154914286532375,0.07587678023528227
10,2,100,0.5,0.1,0.2,0.06544092651186988,0.0789953213401147
10,2,50,0.5,0.1,0.2,0.07130850263235819,0.08332728006493209
10,2,200,0.5,0.1,0,0.05906195423237857,0.07622009910244695
10,2,100,0.5,0.1,0,0.06692846416301351,0.07997731720644671
10,2,50,0.5,0.1,0,0.07221336158876326,0.08406428526461068
10,2,200,0.2,0.9,1,0.03778923907483929,0.08498400783245402
10,2,100,0.2,0.9,1,0.04697148741741916,0.08844337517438758
10,2,50,0.2,0.9,1,0.05809414138627262,0.0856554941276137
10,2,200,0.2,0.9,0.7,0.037965181422144924,0.10557071308383963
10,2,100,0.2,0.9,0.7,0.04761820418454036,0.09063037269231325
10,2,50,0.2,0.9,0.7,0.05841102054646186,0.08428360295097927
10,2,200,0.2,0.9,0.5,0.03633948090112749,0.0842668717404935
10,2,100,0.2,0.9,0.5,0.048609758839942944,0.088220795498546
10,2,50,0.2,0.9,0.5,0.059720776222353326,0.08406615689155696
10,2,200,0.2,0.9,0.2,0.036764822957667614,0.09806268446301333
10,2,100,0.2,0.9,0.2,0.04648228034145305,0.09154143787611817
10,2,50,0.2,0.9,0.2,0.058523963081784675,0.08891399921369722
10,2,200,0.2,0.9,0,0.03806692035086562,0.09483644079448796
10,2,100,0.2,0.9,0,0.048067722444034636,0.09244578414961833
10,2,50,0.2,0.9,0,0.05872021538788879,0.08815499235036728
10,2,200,0.2,0.5,1,0.03802711132536319,0.09508083255860485
10,2,100,0.2,0.5,1,0.04745269860801907,0.09059736813259608
10,2,50,0.2,0.5,1,0.0589310163032836,0.08685847442511471
10,2,200,0.2,0.5,0.7,0.03920179656183733,0.09393408845073717
10,2,100,0.2,0.5,0.7,0.04837663555819603,0.09028030261260234
10,2,50,0.2,0.5,0.7,0.05895363464854096,0.0859172426760551
10,2,200,0.2,0.5,0.5,0.04006140857414925,0.08873455415040006
10,2,100,0.2,0.5,0.5,0.04877735616301963,0.08757404166463327
10,2,50,0.2,0.5,0.5,0.05948970333857118,0.08490228935831975
10,2,200,0.2,0.5,0.2,0.04143393076263259,0.09129441618756563
10,2,100,0.2,0.5,0.2,0.050663076441264575,0.08718673922313765
10,2,50,0.2,0.5,0.2,0.06083385111112709,0.08381472728320227
10,2,200,0.2,0.5,0,0.042818541703926495,0.0893464937223891
10,2,100,0.2,0.5,0,0.05222526705814035,0.08538994119052622
10,2,50,0.2,0.5,0,0.0618401440403234,0.08367628194851832
10,2,200,0.2,0.1,1,0.05104821866040677,0.0816328335116829
10,2,100,0.2,0.1,1,0.06040199400106861,0.08111275872424692
10,2,50,0.2,0.1,1,0.06756115576166942,0.08510057384676367
10,2,200,0.2,0.1,0.7,0.05254653104302755,0.08052828122310209
10,2,100,0.2,0.1,0.7,0.06177646972386844,0.08177380633390278
10,2,50,0.2,0.1,0.7,0.06854983148119113,0.08569771802954863
10,2,200,0.2,0.1,0.5,0.05373642970862935,0.07988483146082442
10,2,100,0.2,0.1,0.5,0.06282861797769596,0.08233802312455675
10,2,50,0.2,0.1,0.5,0.06930778021368415,0.08623864365943905
10,2,200,0.2,0.1,0.2,0.05603145081340491,0.07936549541372666
10,2,100,0.2,0.1,0.2,0.06463892710497944,0.0833157855378182
10,2,50,0.2,0.1,0.2,0.07059853607953223,0.08735357400843062
10,2,200,0.2,0.1,0,0.05806296816269907,0.07967422836852209
10,2,100,0.2,0.1,0,0.06603319875889063,0.08404871985032651
10,2,50,0.2,0.1,0,0.07157236757145032,0.08830254331019165
