#neurons por layer oculto,#layers ocultos,max epochs,test size,lrate,alpha,accuracy(training),accuracy(test)
1,1,100,0.2,0.5,1,0.6619718309859155,0.6944444444444444
1,1,50,0.2,0.5,1,0.6690140845070423,0.6944444444444444
1,1,200,0.2,0.5,0.7,0.6619718309859155,0.6944444444444444
1,1,100,0.2,0.5,0.7,0.6619718309859155,0.6944444444444444
1,1,50,0.2,0.5,0.7,0.6690140845070423,0.6944444444444444
1,1,200,0.2,0.5,0.5,0.6619718309859155,0.6944444444444444
1,1,100,0.2,0.5,0.5,0.6549295774647887,0.6944444444444444
1,1,50,0.2,0.5,0.5,0.6690140845070423,0.6944444444444444
1,1,200,0.2,0.5,0.2,0.6549295774647887,0.6944444444444444
1,1,100,0.2,0.5,0.2,0.6549295774647887,0.6944444444444444
1,1,50,0.2,0.5,0.2,0.6690140845070423,0.6944444444444444
1,1,200,0.2,0.5,0,0.6619718309859155,0.6944444444444444
1,1,100,0.2,0.5,0,0.6549295774647887,0.6944444444444444
1,1,50,0.2,0.5,0,0.676056338028169,0.6944444444444444
1,1,200,0.2,0.1,1,0.6971830985915493,0.6944444444444444
1,1,100,0.2,0.1,1,0.6971830985915493,0.75
1,1,50,0.2,0.1,1,0.6619718309859155,0.8055555555555556
1,1,200,0.2,0.1,0.7,0.6830985915492958,0.6944444444444444
1,1,100,0.2,0.1,0.7,0.6901408450704225,0.75
1,1,50,0.2,0.1,0.7,0.647887323943662,0.8055555555555556
1,1,200,0.2,0.1,0.5,0.6830985915492958,0.7222222222222222
1,1,100,0.2,0.1,0.5,0.6901408450704225,0.75
1,1,50,0.2,0.1,0.5,0.6408450704225352,0.8055555555555556
1,1,200,0.2,0.1,0.2,0.704225352112676,0.75
1,1,100,0.2,0.1,0.2,0.6690140845070423,0.7777777777777778
1,1,50,0.2,0.1,0.2,0.6197183098591549,0.8055555555555556
1,1,200,0.2,0.1,0,0.6901408450704225,0.75
1,1,100,0.2,0.1,0,0.6549295774647887,0.8055555555555556
1,1,50,0.2,0.1,0,0.6056338028169014,0.7777777777777778
