#neurons por layer oculto,#layers ocultos,max epochs,test size,lrate,alpha,accuracy(training),accuracy(test)
10,2,100,0.5,0.1,1,1.0,0.9438202247191011
10,2,50,0.5,0.1,1,0.9887640449438202,0.9550561797752809
10,2,200,0.5,0.1,0.7,1.0,0.9438202247191011
10,2,100,0.5,0.1,0.7,1.0,0.9438202247191011
10,2,50,0.5,0.1,0.7,0.9887640449438202,0.9550561797752809
10,2,200,0.5,0.1,0.5,1.0,0.9438202247191011
10,2,100,0.5,0.1,0.5,1.0,0.9550561797752809
10,2,50,0.5,0.1,0.5,0.9887640449438202,0.9438202247191011
10,2,200,0.5,0.1,0.2,1.0,0.9438202247191011
10,2,100,0.5,0.1,0.2,1.0,0.9550561797752809
10,2,50,0.5,0.1,0.2,0.9662921348314607,0.9325842696629213
10,2,200,0.5,0.1,0,1.0,0.9438202247191011
10,2,100,0.5,0.1,0,1.0,0.9662921348314607
10,2,50,0.5,0.1,0,0.9662921348314607,0.9213483146067416
10,2,200,0.2,0.9,1,1.0,0.9444444444444444
10,2,100,0.2,0.9,1,1.0,0.9444444444444444
10,2,50,0.2,0.9,1,1.0,0.9444444444444444
10,2,200,0.2,0.9,0.7,1.0,0.9444444444444444
10,2,100,0.2,0.9,0.7,1.0,0.9444444444444444
10,2,50,0.2,0.9,0.7,1.0,0.9444444444444444
10,2,200,0.2,0.9,0.5,1.0,0.9444444444444444
10,2,100,0.2,0.9,0.5,1.0,0.9444444444444444
10,2,50,0.2,0.9,0.5,1.0,0.9444444444444444
10,2,200,0.2,0.9,0.2,1.0,0.9444444444444444
10,2,100,0.2,0.9,0.2,1.0,0.9444444444444444
10,2,50,0.2,0.9,0.2,1.0,0.9444444444444444
10,2,200,0.2,0.9,0,1.0,0.9444444444444444
10,2,100,0.2,0.9,0,1.0,0.9444444444444444
10,2,50,0.2,0.9,0,1.0,0.9444444444444444
10,2,200,0.2,0.5,1,1.0,0.9444444444444444
10,2,100,0.2,0.5,1,1.0,0.9444444444444444
10,2,50,0.2,0.5,1,1.0,0.9444444444444444
10,2,200,0.2,0.5,0.7,1.0,0.9444444444444444
10,2,100,0.2,0.5,0.7,1.0,0.9444444444444444
10,2,50,0.2,0.5,0.7,1.0,0.9444444444444444
10,2,200,0.2,0.5,0.5,1.0,0.9444444444444444
10,2,100,0.2,0.5,0.5,1.0,0.9444444444444444
10,2,50,0.2,0.5,0.5,1.0,0.9444444444444444
10,2,200,0.2,0.5,0.2,1.0,0.9444444444444444
10,2,100,0.2,0.5,0.2,1.0,0.9444444444444444
10,2,50,0.2,0.5,0.2,1.0,0.9444444444444444
10,2,200,0.2,0.5,0,1.0,0.9444444444444444
10,2,100,0.2,0.5,0,1.0,0.9444444444444444
10,2,50,0.2,0.5,0,1.0,0.9444444444444444
10,2,200,0.2,0.1,1,1.0,0.9444444444444444
10,2,100,0.2,0.1,1,1.0,0.9444444444444444
10,2,50,0.2,0.1,1,0.9859154929577465,0.9444444444444444
10,2,200,0.2,0.1,0.7,1.0,0.9444444444444444
10,2,100,0.2,0.1,0.7,1.0,0.9444444444444444
10,2,50,0.2,0.1,0.7,0.9859154929577465,0.9722222222222222
10,2,200,0.2,0.1,0.5,1.0,0.9444444444444444
10,2,100,0.2,0.1,0.5,0.9929577464788732,0.9444444444444444
10,2,50,0.2,0.1,0.5,0.9859154929577465,0.9722222222222222
10,2,200,0.2,0.1,0.2,1.0,0.9444444444444444
10,2,100,0.2,0.1,0.2,0.9929577464788732,0.9444444444444444
10,2,50,0.2,0.1,0.2,0.9859154929577465,0.9722222222222222
10,2,200,0.2,0.1,0,1.0,0.9444444444444444
10,2,100,0.2,0.1,0,0.9929577464788732,0.9444444444444444
10,2,50,0.2,0.1,0,0.9859154929577465,0.9722222222222222
