#neurons por layer oculto,#layers ocultos,max epochs,test size,lrate,alpha,accuracy(training),accuracy(test)
10,1,200,0.2,0.5,0.7,1.0,0.9722222222222222
10,1,100,0.2,0.5,0.7,1.0,0.9722222222222222
10,1,50,0.2,0.5,0.7,1.0,0.9722222222222222
10,1,200,0.2,0.5,0.5,1.0,0.9722222222222222
10,1,100,0.2,0.5,0.5,1.0,0.9722222222222222
10,1,50,0.2,0.5,0.5,1.0,0.9722222222222222
10,1,200,0.2,0.5,0.2,1.0,0.9722222222222222
10,1,100,0.2,0.5,0.2,1.0,0.9722222222222222
10,1,50,0.2,0.5,0.2,0.9929577464788732,0.9722222222222222
10,1,200,0.2,0.5,0,1.0,0.9722222222222222
10,1,100,0.2,0.5,0,1.0,0.9722222222222222
10,1,50,0.2,0.5,0,0.9929577464788732,1.0
10,1,200,0.2,0.1,1,1.0,1.0
10,1,100,0.2,0.1,1,0.9929577464788732,1.0
10,1,50,0.2,0.1,1,0.9929577464788732,1.0
10,1,200,0.2,0.1,0.7,1.0,1.0
10,1,100,0.2,0.1,0.7,0.9929577464788732,1.0
10,1,50,0.2,0.1,0.7,0.9859154929577465,1.0
10,1,200,0.2,0.1,0.5,1.0,1.0
10,1,100,0.2,0.1,0.5,0.9929577464788732,1.0
10,1,50,0.2,0.1,0.5,0.9859154929577465,1.0
10,1,200,0.2,0.1,0.2,0.9929577464788732,1.0
10,1,100,0.2,0.1,0.2,0.9929577464788732,1.0
10,1,50,0.2,0.1,0.2,0.9859154929577465,1.0
10,1,200,0.2,0.1,0,0.9929577464788732,1.0
10,1,100,0.2,0.1,0,0.9859154929577465,1.0
10,1,50,0.2,0.1,0,0.9788732394366197,1.0
